Id,SalePrice
1461,93563.83465352996
1462,97087.945133093
1463,106791.01451348148
1464,110620.29263400822
1465,135448.84739246228
1466,110620.29263400822
1467,103336.50635333834
1468,108178.01417877698
1469,114813.06551033651
1470,99232.63417502514
1471,116451.82507045218
1472,94021.07082139688
1473,91349.02720317071
1474,107927.0987685611
1475,110945.22405036076
1476,193381.2937194563
1477,135448.84739246228
1478,168947.32167303882
1479,135448.84739246228
1480,207644.67618145392
1481,157267.19280902523
1482,135448.84739246228
1483,103631.04980532985
1484,114386.36721238922
1485,113533.53231581792
1486,119959.51311552062
1487,157267.19280902523
1488,135448.84739246228
1489,115687.37066107817
1490,108888.7764994668
1491,121260.51656420957
1492,93563.83465352996
1493,110620.29263400822
1494,157267.19280902523
1495,159933.39270588616
1496,122735.73329427339
1497,119959.51311552062
1498,112232.52886712897
1499,112232.52886712897
1500,101182.6680080781
1501,110122.4751104071
1502,113533.53231581792
1503,138115.0472893232
1504,135448.84739246228
1505,121971.27888489938
1506,110373.39052062298
1507,111080.13954448215
1508,110620.29263400822
1509,109293.59252146352
1510,101654.77240713315
1511,101654.77240713315
1512,106812.412286944
1513,110122.4751104071
1514,100713.85276899439
1515,106097.63666942355
1516,110369.37722379234
1517,97040.30379448672
1518,105850.73455603831
1519,120679.10868178231
1520,96236.88829585385
1521,96236.88829585385
1522,110205.8343937405
1523,93445.37843949492
1524,93150.8349875034
1525,93563.83465352996
1526,93563.83465352996
1527,96766.91131445003
1528,94226.56366981468
1529,101654.77240713315
1530,103003.64676797343
1531,97914.61337741518
1532,93397.73710088864
1533,101698.40044890878
1534,94521.1071218062
1535,101108.483035312
1536,93150.8349875034
1537,97013.81342783527
1538,135448.84739246228
1539,157267.19280902523
1540,99734.79056145682
1541,106392.89183840765
1542,100180.28136905245
1543,126891.62286799084
1544,92076.12109577026
1545,94021.07082139688
1546,99685.85704606143
1547,99716.42116174787
1548,98035.66345672667
1549,97017.82672466591
1550,105829.33678257579
1551,96627.30412846016
1552,105564.0652694816
1553,102987.52618590517
1554,94315.61427338839
1555,100960.75488237962
1556,91762.02686919727
1557,95867.51667160292
1558,94021.07082139688
