Id,SalePrice
1461,125184.03309447494
1462,152424.21432191133
1463,184457.18773101116
1464,190195.37149115923
1465,190046.6074942569
1466,180585.44439017595
1467,175681.62008044941
1468,167148.95868708746
1469,180464.1160003973
1470,124981.54749842768
1471,202422.42447942033
1472,97022.65705677228
1473,104228.0076997801
1474,154753.32605520025
1475,139663.93638451875
1476,397623.6398925784
1477,254322.81843664893
1478,308052.53074044245
1479,258771.10271599784
1480,479894.17439164105
1481,315492.36454342474
1482,205781.44402015474
1483,174479.7885882905
1484,185311.71488302553
1485,173874.35592271195
1486,196446.65333255733
1487,385557.58526567684
1488,232516.92909226601
1489,212492.9921271714
1490,213636.61023423713
1491,195456.1101735339
1492,92080.68308898344
1493,193279.89737849988
1494,302517.1317979165
1495,294552.6185494
1496,241171.66861044575
1497,190296.15259584464
1498,164170.44711390132
1499,165546.64059332016
1500,152238.81838528457
1501,181630.64401366812
1502,166383.86404032272
1503,313025.4715999859
1504,230482.98538685957
1505,223150.1126509975
1506,196190.3175231545
1507,229730.89943153976
1508,201125.95719139025
1509,170362.6000745273
1510,141712.10797864423
1511,138447.49658673702
1512,173701.3532491652
1513,151551.39127033434
1514,167258.0647208067
1515,182059.7720141738
1516,160967.28692722533
1517,154402.48149356226
1518,140969.87439660766
1519,217007.448158758
1520,135764.1729156047
1521,133771.198040368
1522,174174.76191458915
1523,106473.10793299318
1524,121415.21947851147
1525,127011.84309990786
1526,120758.97197215188
1527,102820.23528123739
1528,127196.92406143756
1529,144603.1197048237
1530,169655.93659741807
1531,94944.37611236717
1532,108196.41559540947
1533,151823.6256815766
1534,118855.37641493713
1535,154186.24211278392
1536,117144.57536331599
1537,63602.095065541005
1538,173327.10508983818
1539,226346.3430582141
1540,97627.81776210137
1541,140685.99215435894
1542,133548.01041274183
1543,218442.89526183432
1544,82841.36665590324
1545,98011.24580915818
1546,130167.68855086442
1547,136192.50571491872
1548,133057.317836913
1549,128312.34342585
1550,146994.28778646493
1551,110262.94456566204
1552,130190.59150843039
1553,140750.19156289703
1554,101936.76776276392
1555,163766.13861407514
1556,83229.5921834781
1557,103181.23356912381
1558,85874.06391368994
1559,80172.90352985627
1560,147027.3416087646
1561,151967.9091459944
1562,128536.13120480315
1563,120999.08486919217
1564,152409.61191070243
1565,151449.23716946333
1566,217318.22005241818
1567,74652.75407589157
1568,220031.2641426532
1569,147546.46400928317
1570,126497.49772825603
1571,127201.20631343292
1572,150689.21153393705
1573,248743.36787740854
1574,111845.09412888551
1575,223147.28773108087
1576,207563.43071912002
1577,198457.5139641391
1578,145287.57290242432
1579,151100.62298729236
1580,197084.8282460006
1581,149349.5109741278
1582,125459.84131045092
1583,329921.5439319788
1584,235420.72771662913
1585,144780.4305457401
1586,74549.92343738864
1587,89273.18520630412
1588,136804.4702561835
1589,93394.68885574385
1590,129392.26820523068
1591,99569.17424013793
1592,121000.43951939816
1593,126686.74478725414
1594,114730.772268897
1595,106497.87813079658
1596,239543.90919559065
1597,184024.13786488623
1598,211279.9081655749
1599,184874.51255362565
1600,182100.18898806977
1601,81561.6224076085
1602,108116.4088524925
1603,74398.39754082427
1604,276442.4489334912
1605,237632.18420369757
1606,161829.63883765115
1607,189054.21269575652
1608,213931.26253184388
1609,203880.46783101867
1610,158912.08491114838
1611,142473.66776579848
1612,172455.7657271213
1613,154996.89516629622
1614,125392.97135749551
1615,89867.368804818
1616,65449.12142704853
1617,91040.01283069784
1618,124725.99155368039
1619,139805.8794837722
1620,151288.55287815147
1621,130759.66913515917
1622,139300.02581109855
1623,272241.85176834115
1624,218652.22775407246
1625,126699.50267726798
1626,170595.8486277411
1627,193795.42684348547
1628,278200.6906030232
1629,187684.70407806415
1630,390775.0069249389
1631,222394.18717064662
1632,224450.77545642326
1633,170485.5926145583
1634,185234.24853111597
1635,179326.96113718912
1636,155389.42800967977
1637,170198.00533543777
1638,200270.8240895753
1639,188163.51832533925
1640,255554.4644105418
1641,185975.60727083965
1642,219617.76394992557
1643,212858.72403281834
1644,222491.35878098727
1645,198057.69043945553
1646,152050.3725625689
1647,166157.6568813843
1648,131377.1207328588
1649,136052.54627236893
1650,110436.06362729578
1651,122922.04355535744
1652,99358.98047730027
1653,96177.4788498447
1654,150456.54082433414
1655,154226.20018445584
1656,148853.66131147556
1657,152611.1057226584
1658,152627.80912527785
1659,146309.3153684658
1660,152496.38130279857
1661,424113.7241066975
1662,421667.957352727
1663,381389.16254978394
1664,383544.4898253394
1665,328325.82587532036
1666,305087.06403234514
1667,339035.6291990443
1668,338157.0091095033
1669,317769.1304371113
1670,349845.6494285934
1671,261127.04359353587
1672,487872.56103695
1673,292696.8668637597
1674,241473.9113505045
1675,186720.99839533566
1676,190926.81354218707
1677,216825.98374201835
1678,447465.1957580081
1679,394546.6153326748
1680,356405.32500550157
1681,298336.40912092547
1682,295223.84554056195
1683,181231.12870723757
1684,176264.90625217537
1685,173536.1991199077
1686,174480.717820519
1687,167747.71280376634
1688,188817.4234277804
1689,192447.3198108653
1690,187523.89998035828
1691,181200.47304159298
1692,263539.1651513761
1693,168996.4271832014
1694,183724.42883762656
1695,169257.68421535424
1696,259640.61946210457
1697,177702.75944133007
1698,363225.99829317216
1699,319231.55648959405
1700,245713.16741943447
1701,272375.5406526862
1702,251204.50777000524
1703,245638.58127798527
1704,296430.44817957253
1705,230312.50872877118
1706,412702.8633069703
1707,229816.66058352846
1708,212923.72227090094
1709,300160.15508323663
1710,210955.6367997048
1711,235550.1186980942
1712,260434.74310377584
1713,254379.63536630274
1714,224767.79300845187
1715,204171.8851280175
1716,191014.35382880902
1717,169876.02696975405
1718,133798.86621095877
1719,212027.04919529782
1720,239777.82030898423
1721,164086.83876664456
1722,133918.03003984294
1723,155061.08363904155
1724,212369.2229307332
1725,236549.57168976683
1726,184978.03283298147
1727,163055.18663813852
1728,183294.51080352836
1729,159055.9939093369
1730,168959.00771663352
1731,125124.57347512824
1732,134651.8293608685
1733,123652.1167374556
1734,99738.23080552457
1735,133771.97824026967
1736,114695.23709337346
1737,326494.01099121856
1738,204513.09004110895
1739,283582.10067409574
1740,220165.19270764786
1741,195570.66813719666
1742,173560.94590052505
1743,171705.13814925496
1744,287987.111238542
1745,227460.88393750525
1746,244203.17865034062
1747,214549.7420756057
1748,217531.33546853415
1749,155109.46584242725
1750,124860.47113164289
1751,227483.3435964639
1752,126049.04978904071
1753,143506.4893805837
1754,200964.4596300663
1755,164110.33335163066
1756,126415.6662733816
1757,121737.08835123062
1758,151369.5860732278
1759,161276.76427604488
1760,166274.17093826507
1761,139702.25074310196
1762,171229.3721447385
1763,179991.34196963435
1764,116678.74859690251
1765,170107.9736528088
1766,174811.65425502296
1767,209954.63117416677
1768,147484.7375321896
1769,175843.90932809046
1770,143457.12993484573
1771,123333.18586925682
1772,133630.0622357384
1773,127545.25084650032
1774,131076.1173125283
1775,136027.4951665681
1776,121680.01671129085
1777,118306.27501278245
1778,134965.25942276907
1779,117020.18424606427
1780,177742.7917384976
1781,131475.68083046688
1782,95200.824279742
1783,130930.22893188914
1784,91740.00993855952
1785,120387.53099970358
1786,155378.418409516
1787,164209.16763169374
1788,59245.268420293134
1789,106287.63342997101
1790,85640.15953863628
1791,185845.09231063162
1792,148743.15211437072
1793,137404.63447357996
1794,138852.14474059752
1795,131845.87401141837
1796,122006.93535395748
1797,102024.7294386707
1798,124851.38141335157
1799,116667.31184725305
1800,135118.03473315958
1801,123212.5453531365
