Id,SalePrice
1461,121326.05227800127
1462,153611.72242678117
1463,186003.26700731245
1464,181174.17836905806
1465,184190.35670102088
1466,176616.06041734957
1467,172216.83569643507
1468,167570.0813517053
1469,174824.4550789682
1470,129893.55048964394
1471,201839.95795680536
1472,91646.12383875305
1473,94373.96779465208
1474,147218.44317618493
1475,115111.59856020943
1476,396028.96004843555
1477,244228.42209547176
1478,280275.4339736271
1479,277782.45704201434
1480,477871.7458806033
1481,297249.8249259015
1482,196240.23787463567
1483,184809.65635784072
1484,165158.46000273575
1485,171788.8406294433
1486,190541.05779922765
1487,313126.78111380036
1488,225525.50838335318
1489,201150.55099971898
1490,244338.78837150894
1491,189547.26899529976
1492,92636.85683003216
1493,173113.51076101858
1494,295384.25557959854
1495,276650.34013714216
1496,247717.08517606367
1497,191461.75350959724
1498,158827.72500766572
1499,162253.19323208462
1500,160342.07725619196
1501,171637.06126432298
1502,158998.2645548861
1503,266368.52172151534
1504,237109.44827815687
1505,234181.15268682918
1506,184068.62598614296
1507,266677.6833245956
1508,212870.69894748373
1509,159572.88194367668
1510,147323.02906915787
1511,150432.79273052397
1512,172957.89609518563
1513,143069.3937148281
1514,154204.13657412838
1515,247350.82280155394
1516,161276.7922395179
1517,155655.99078109697
1518,133695.0918228745
1519,252909.79731493536
1520,135543.6606053044
1521,140491.21681779303
1522,158172.48365624022
1523,116735.48445914351
1524,119979.29499629371
1525,126092.21895317457
1526,117661.03817300707
1527,108826.84907218126
1528,122622.0277834181
1529,155371.5528513709
1530,166133.20882050114
1531,127088.26206620483
1532,109043.18678701404
1533,148782.2097967727
1534,115645.03480634297
1535,155549.0833234083
1536,105803.8275579549
1537,84658.60716119382
1538,152088.67101445794
1539,209112.0684387459
1540,108955.40318482311
1541,130997.83672746598
1542,132790.5271719601
1543,206516.0349206231
1544,92601.98923230488
1545,102105.63876074889
1546,123470.72777887853
1547,132135.27350942855
1548,123820.26991546141
1549,121500.92329009865
1550,143888.0987730939
1551,119540.49592479665
1552,158080.18304229103
1553,151878.05159416067
1554,104908.55109366777
1555,165031.06466217132
1556,69798.54533576021
1557,122659.28252064729
1558,85708.19245625615
1559,114080.73960491386
1560,139811.93745721108
1561,178869.81570467612
1562,125089.92198476118
1563,117067.43759847143
1564,181232.04704146553
1565,153112.5324101111
1566,204220.42456560457
1567,83331.68326018528
1568,231004.96747495155
1569,151731.88949650686
1570,132955.1413187598
1571,144206.78597909637
1572,154112.20192850003
1573,255465.31851665588
1574,111537.75104072732
1575,233597.81842891578
1576,210903.36682966645
1577,196493.18463858278
1578,141673.51112897322
1579,157783.7661813857
1580,185799.10156832237
1581,144602.99495413035
1582,124921.07983814146
1583,360403.14315558696
1584,230429.24543918346
1585,143861.8697845331
1586,79084.16124976065
1587,100394.67869109093
1588,146386.85668861744
1589,104960.61215078355
1590,137925.0941778182
1591,99006.41835850872
1592,121477.1421396605
1593,120194.13411266038
1594,144924.4699138232
1595,122859.43505071975
1596,239110.04676636375
1597,199902.30027742652
1598,200635.4070278576
1599,172201.96433543068
1600,169363.63962103933
1601,85068.1212305937
1602,108805.16571426424
1603,95035.93017637137
1604,284418.74575336
1605,245340.9996461515
1606,161448.1450064572
1607,176791.33124340288
1608,212800.26178862035
1609,193282.27666758205
1610,158114.96993439007
1611,140406.71959730148
1612,189914.55889313176
1613,173827.5959620939
1614,131027.63532832448
1615,88699.41026595914
1616,68402.9992735161
1617,92312.81587892162
1618,122000.96852305905
1619,137295.8592218703
1620,181960.58279737105
1621,144434.19392582736
1622,141230.9763423412
1623,276510.27060331794
1624,214411.8655455488
1625,120909.06048500951
1626,161684.20459862126
1627,179192.97424945244
1628,271252.22320456523
1629,173428.8807900462
1630,372555.51679757185
1631,200589.98639826878
1632,232338.88253928037
1633,169132.99933647644
1634,189957.807239134
1635,175641.6831571169
1636,161488.20103619466
1637,203385.6571278545
1638,194297.3955094942
1639,170897.24497500795
1640,262062.3689474633
1641,171564.75099168118
1642,228818.753170948
1643,224245.6100358482
1644,222207.2959425633
1645,188082.34119130403
1646,153893.5940699155
1647,150767.0738265409
1648,139757.240038259
1649,135646.27784911066
1650,112745.06948391639
1651,126464.39780397198
1652,92394.92730622046
1653,92269.67515631637
1654,148675.23057408325
1655,135625.38124222853
1656,141600.56273295791
1657,147073.71950368755
1658,156253.38663091426
1659,118704.12658246496
1660,163000.84383804913
1661,483353.6948619779
1662,395869.90569534304
1663,409346.34648892947
1664,433281.71509300364
1665,298059.85847604874
1666,328205.21817507147
1667,369977.9664806029
1668,317223.7349724068
1669,277236.036737961
1670,324149.11240264
1671,266058.969180263
1672,425653.556787752
1673,296886.17054033995
1674,241011.38581833657
1675,197094.72008610584
1676,193156.26941957092
1677,205171.7791324488
1678,463903.5521249091
1679,413101.3005519212
1680,313434.0163917632
1681,240828.63913777878
1682,312491.38326833356
1683,182728.21186988486
1684,177306.5783069625
1685,182430.61686732748
1686,177380.1374021926
1687,167362.20649754757
1688,184156.7864531435
1689,188360.15197797527
1690,187421.29710328122
1691,176022.91275688363
1692,284697.58844707685
1693,160002.41310589304
1694,175134.7722239965
1695,164896.1637530688
1696,280718.1110690706
1697,167277.69293860605
1698,356483.3397873101
1699,311349.38737203367
1700,246099.52225692992
1701,256920.34459131322
1702,246309.94900717225
1703,240056.58949915186
1704,297833.31605936243
1705,218990.94242724465
1706,462356.04985383654
1707,222774.6125695686
1708,207148.2965594138
1709,252816.85209027995
1710,210251.25925177484
1711,241506.47886409683
1712,247082.03716988256
1713,307136.1502318864
1714,221584.52266576016
1715,203579.78464574314
1716,183672.03105274777
1717,165530.01192253534
1718,141342.30258664093
1719,188704.3661952221
1720,227404.95254802078
1721,158942.13216779253
1722,133558.91990547502
1723,160177.11452097842
1724,228290.14322999498
1725,236471.65372820102
1726,192206.80961217015
1727,177263.30854966422
1728,178841.93968108034
1729,162774.9254536997
1730,170070.85901773267
1731,120975.44936886565
1732,126580.3700135729
1733,119591.75639992024
1734,117337.69674295292
1735,145139.6191994181
1736,116460.11414794388
1737,355907.50554160203
1738,202414.74419953962
1739,362392.8499569509
1740,261646.6061326562
1741,197084.91412025006
1742,171637.06126432298
1743,171940.46134153297
1744,289564.13011576625
1745,209394.00755234272
1746,225445.74305709486
1747,208247.7529948022
1748,228934.72866682743
1749,159141.61621145307
1750,128451.3752862598
1751,224611.06136127267
1752,125322.79995041637
1753,145470.27058474836
1754,189669.208676769
1755,170264.826220859
1756,135267.324628718
1757,122910.56175487395
1758,162163.6044328765
1759,167729.99367024295
1760,168265.3774220002
1761,144716.78953035982
1762,186361.16939990327
1763,182622.26169982628
1764,116879.78281008828
1765,173912.40340372853
1766,171551.4694401124
1767,209979.89630854057
1768,155161.7686556502
1769,165015.1286081358
1770,142948.18580256644
1771,138579.92424605825
1772,137452.46332655798
1773,139410.0115200768
1774,147771.63975963267
1775,129264.21903787045
1776,114720.36439041552
1777,115388.61911455583
1778,139532.33264788854
1779,119084.24350584918
1780,164361.33694252727
1781,137722.49155847917
1782,106472.45917656878
1783,129285.95178302075
1784,117277.45709899011
1785,129966.28191731549
1786,176891.48012794263
1787,161103.34367967604
1788,80320.57751377717
1789,112243.54880094778
1790,73586.12684375573
1791,196692.177233163
1792,146828.82695552876
1793,134622.43254257616
1794,144070.85088125727
1795,131024.81998808909
1796,125806.59619118366
1797,99676.5540487227
1798,132025.60257097098
1799,118662.02656032213
1800,144631.6321256736
1801,125094.69277381634
1802,127158.3182013127
1803,151627.64468473414
1804,148448.19784105377
1805,145290.6566178813
1806,116721.22118220098
1807,136080.42707876227
1808,120636.83089342325
1809,130218.68058284813
1810,151077.49114459113
1811,117988.41849966488
1812,103123.75577418698
1813,124156.1170772048
1814,97138.61747344704
1815,59022.75483147051
1816,104796.73918666125
1817,122576.90645440402
1818,169607.2104328375
1819,120651.5670943751
1820,54141.573999872766
1821,124015.3335285358
1822,150558.65168541003
1823,43885.29171386523
1824,137347.57662405062
1825,144797.7203424895
1826,108007.01813730526
1827,96093.68083450147
1828,143633.95261322826
1829,113910.0824078242
1830,136618.85109036378
1831,153072.21147768665
1832,95162.86035885247
1833,164483.17252334973
1834,113053.34843381564
1835,149893.23435731372
1836,127498.53607300873
1837,86898.02792935743
1838,109259.68320036725
1839,97006.70838316125
1840,153522.02446061862
1841,132977.53887186883
1842,71569.59113057535
1843,137557.5899457021
1844,140623.81151972845
1845,150005.35608896392
1846,156031.38001603927
1847,186102.4696065085
1848,56709.936883307244
1849,110579.19090372176
1850,117241.35328922242
1851,159176.2227832693
1852,141932.45241679365
